@relation 'parsejson'
@attribute probe_id numeric
% ping.py
@attribute ping_min numeric %% minimum ping RTT
@attribute ping_from string %% ping source IP
@attribute ping_asn numeric %% source ASN
@attribute ping_net string  %% source network name
% traceroute.py
@attribute tr_hopcount numeric %% number of public-ip hops to target
@attribute tr_aslen numeric    %% number of distinct ASes on the path
@attribute tr_exit_rtt numeric %% exit AS: max. RTT
@attribute tr_exit_asn numeric %% exit AS: last known ASN before target
@attribute tr_exit_net string  %% exit AS: network name
% ipv6.py
@attribute ipv6_rt numeric    %% response time
@attribute ipv6_size numeric  %% response size
@attribute ipv6_flags numeric %% header bit flags (decimal)
@attribute ipv6_rcode numeric %% response code
@attribute ipv6_rdata string  %% rdata of first reply
% qname.py
@attribute qname_rt numeric   %% reply time
@attribute qname_size numeric %% size of the reply
@attribute qname_ok numeric   %% 1 if letter case ok
@attribute qname_rdata string %% rdata of first reply
% tcp.py
@attribute tcp_rt numeric      %% reply time
@attribute tcp_size numeric    %% size of the reply
@attribute tcp_flags numeric   %% header bit flags (decimal)
@attribute tcp_rcode numeric   %% response code
% hostname.py
@attribute hostname_rt numeric    %% response time
@attribute hostname_size numeric  %% response size
@attribute hostname_flags numeric %% header bit flags (decimal)
@attribute hostname_rcode numeric %% response code
@attribute hostname_resp string   %% rdata of first answer
% version.py
@attribute version_rt numeric    %% response time
@attribute version_size numeric  %% response size
@attribute version_flags numeric %% header bit flags (decimal)
@attribute version_rcode numeric %% response code
@attribute version_resp string   %% rdata of first answer
% serverid.py
@attribute serverid_rt numeric    %% response time
@attribute serverid_size numeric  %% response size
@attribute serverid_flags numeric %% header bit flags (decimal)
@attribute serverid_rcode numeric %% response code
@attribute serverid_resp string   %% rdata of first answer
% dsfail.py
@attribute dsfail_rt numeric    %% response time
@attribute dsfail_size numeric  %% response size
@attribute dsfail_flags numeric %% header bit flags (decimal)
@attribute dsfail_rcode numeric %% response code
@attribute dsfail_rdata string  %% rdata of first reply
% dnskey.py
@attribute dnskey_rt numeric    %% response time
@attribute dnskey_size numeric  %% response size
@attribute dnskey_flags numeric %% header bit flags (decimal)
@attribute dnskey_rcode numeric %% response code
@attribute dnskey_qcount numeric %% query count
@attribute dnskey_acount numeric %% answer count
@attribute dnskey_nscount numeric %% authority count
@attribute dnskey_arcount numeric %% additional count
% nxdomain.py
@attribute nxd_rt numeric    %% response time
@attribute nxd_size numeric  %% response size
@attribute nxd_flags numeric %% header bit flags (decimal)
@attribute nxd_rcode numeric %% response code
@attribute nxd_rdata string  %% rdata of first answer
@attribute nxd_asn numeric   %% answer ASN
@attribute nxd_name string   %% answer network name
% whoami.py
@attribute whoami_rt numeric  %% response time
@attribute whoami_ip string   %% resolver ip address
@attribute whoami_asn numeric %% resolver asn
@attribute whoami_net string  %% resolver network name
% whoami2.py
@attribute whoami2_rt numeric  %% response time
@attribute whoami2_ip string   %% resolver ip address
@attribute whoami2_asn numeric %% resolver asn
@attribute whoami2_net string  %% resolver network name
% ground truth
@attribute hijacked {0,1}
@data
21570,31.2,88.148.103.98,29119,SERVIHOSTING_NETWORKS_SL,3,2,31.3,3356,LEVEL_3_COMMUNICATIONS_INC,32.7,301,33152,0,2607:f740:d::f77,10.6,273,0,185.60.216.35,66.2,46,33152,0,2.0,12,33156,4,?,2.4,12,33156,4,?,2.3,12,33156,4,?,1301.5,35,33154,2,?,2.5,819,33152,0,1,3,13,1,45.3,61,33155,3,?,-1,?,10.4,74.125.47.145,15169,GOOGLE_INC,121.7,74.125.47.13,15169,GOOGLE_INC,1
21617,12.3,202.69.100.50,9785,JASA_TERPADU_TELEMATIKA_JASATEL,5,4,0.7,55818,MCIX_MATRIX_INTERNET_EXCHANGE_RS1,13.3,74,33152,0,2607:f740:d::f77,5.2,181,0,31.13.76.68,27.4,46,33152,0,13.4,31,33157,5,?,13.4,30,33157,5,?,5.4,85,34048,0,?,2.9,437,32896,0,?,13.4,316,33664,0,1,2,0,0,449.8,137,33155,3,?,-1,?,13.3,67.215.80.70,36692,OPENDNS_LLC,722.5,67.215.80.15,36692,OPENDNS_LLC,1
22038,65.3,31.207.204.104,8369,INTERSVYAZ2_JSC,5,4,1.5,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,1351.0,46,33154,2,?,7.3,46,1,185.60.216.35,14.1,46,33152,0,6.9,31,33154,2,?,2.1,51,34176,0,"dnsmasq-",6.6,72,33152,0,"ext-resolver-ekt01.ht.yandex.net",7.0,35,32896,0,?,291.2,20,33664,0,1,0,0,0,71.6,134,33155,3,?,-1,?,83.5,95.108.180.129,13238,YANDEX_LLC,329.6,95.108.180.132,13238,YANDEX_LLC,1
22201,27.6,202.6.233.8,23756,PADI_INTERNET,5,4,14.2,55818,MCIX_MATRIX_INTERNET_EXCHANGE_RS1,-1,-1,-1,-1,?,2.6,181,0,31.13.77.36,-1,-1,-1,-1,2.5,62,34048,0,"sawo",2.5,77,34048,0,?,2.9,85,34048,0,?,2.7,437,32896,0,?,17.7,31,33664,0,1,0,0,1,26.3,134,33155,3,?,-1,?,380.3,202.6.233.11,23756,PADI_INTERNET,499.2,202.6.233.11,23756,PADI_INTERNET,1
23058,20.9,109.255.207.139,6830,LIBERTY_GLOBAL_OPERATIONS_BV,7,3,21.2,8881,11_VERSATEL_DEUTSCHLAND_GMBH,433.3,46,33154,2,?,21.1,169,1,31.13.77.36,-1,-1,-1,-1,3.0,68,33152,0,"c01-fw01.c01.localdomain",1.3,56,33152,0,"unbound 1.6.1",3.1,75,33152,0,"c01-fw01.c01.localdomain",1.3,12,32773,5,?,2.2,31,33696,0,1,0,0,1,17.5,134,33155,3,?,-1,?,179.2,109.255.207.139,6830,LIBERTY_GLOBAL_OPERATIONS_BV,357.7,109.255.207.139,6830,LIBERTY_GLOBAL_OPERATIONS_BV,1
24806,114.7,2.183.88.188,48159,TELECOMMUNICATION_INFRASTRUCTURE_COMPANY,6,4,114.6,3356,LEVEL_3_COMMUNICATIONS_INC,-1,-1,-1,-1,?,152.2,181,1,31.13.86.36,236.8,46,33152,0,22.6,65,34048,0,"DNS-214",41.4,78,34048,0,"9.9.5-9+deb8u4-Debian",22.7,85,34048,0,?,23.5,437,32896,0,?,168.1,31,33696,0,1,0,0,1,920.6,134,33155,3,?,-1,?,159.3,2.188.21.3,12880,INFORMATION_TECHNOLOGY_COMPANY_ITC,465.6,2.188.21.3,12880,INFORMATION_TECHNOLOGY_COMPANY_ITC,1
25182,31.4,148.240.220.225,6503,AXTEL_SAB_DE_CV,10,3,32.8,3356,LEVEL_3_COMMUNICATIONS_INC,33.5,74,33152,0,2607:f740:d::f77,34.2,46,1,157.240.17.35,68.1,46,33152,0,34.6,31,33157,5,?,34.6,30,33157,5,?,32.3,27,33157,5,?,34.5,35,32898,2,?,34.1,444,33664,0,1,2,0,0,65.0,137,33155,3,?,-1,?,33.6,204.194.238.11,30607,302_DIRECT_MEDIA_LLC,587.1,165.254.103.79,12008,NEUSTAR_INC,1
25197,9.0,202.3.38.212,38170,GREEN_TREE_FROG,7,5,10.7,4826,VOCUS_CONNECT_INTERNATIONAL_BACKBONE,13.1,74,33152,0,2607:f740:d::f77,11.8,46,0,157.240.8.35,14.7,46,33152,0,2.0,12,33156,4,?,2.0,12,33156,4,?,2.8,12,33156,4,?,216.9,51,33152,0,69.252.80.75,5.3,316,33664,0,1,2,0,0,14.1,61,33155,3,?,-1,?,12.6,67.215.83.11,36692,OPENDNS_LLC,599.2,67.215.83.17,36692,OPENDNS_LLC,1
28072,176.9,180.246.170.163,17974,PT_TELEKOMUNIKASI_INDONESIA,10,4,161.6,7713,PT_TELEKOMUNIKASI_INDONESIA,612.5,46,33154,2,?,5.6,169,1,31.13.78.35,-1,-1,-1,-1,14.4,31,33157,5,?,15.2,30,33157,5,?,18.2,27,33157,5,?,14.3,437,32896,0,?,16.0,31,33152,0,1,0,0,1,189.9,150,33152,0,36.86.63.182,17974,PT_TELEKOMUNIKASI_INDONESIA,135.3,118.98.115.46,17974,PT_TELEKOMUNIKASI_INDONESIA,561.9,180.241.108.110,17974,PT_TELEKOMUNIKASI_INDONESIA,1
29868,17.3,103.57.192.146,63882,PT_GIGA_PRIMA_LESTARI,5,3,0.6,63882,PT_GIGA_PRIMA_LESTARI,481.7,301,33152,0,2607:f740:d::f77,21.9,273,0,157.240.13.35,37.9,46,33152,0,5.2,12,33156,4,?,2.0,12,33156,4,?,2.2,12,33156,4,?,725.2,278,33152,0,69.252.80.75,5.2,543,33152,0,1,2,13,1,61.0,61,33155,3,?,-1,?,16.5,114.5.26.85,4761,INDOSAT_INTERNET_NETWORK_PROVIDER,-1,?,-1,?,1
284,147.2,194.50.88.160,39617,CHRIS_BURTON_TA_8086_CONSULTANCY,10,4,149.9,3257,GTT_COMMUNICATIONS_INC,207.5,74,33152,0,2607:f740:d::f77,194.9,46,1,157.240.1.35,388.3,46,33152,0,195.3,31,33157,5,?,195.1,30,33157,5,?,206.6,27,33157,5,?,196.4,35,32898,2,?,203.3,316,33664,0,1,2,0,0,209.6,135,33155,3,?,-1,?,195.9,208.69.34.15,36692,OPENDNS_LLC,219.4,208.69.34.19,36692,OPENDNS_LLC,0
2713,24.4,185.26.196.250,60706,SARDEGNA_WIFI_SRL,8,4,27.3,3257,GTT_COMMUNICATIONS_INC,83.7,74,33152,0,2607:f740:d::f77,76.4,46,1,185.60.216.35,146.9,46,33152,0,74.7,31,33157,5,?,74.0,30,33157,5,?,86.3,27,33157,5,?,76.1,51,32896,0,69.252.80.75,98.8,316,33664,0,1,2,0,0,108.3,136,33155,3,?,-1,?,76.3,208.69.33.21,36692,OPENDNS_LLC,95.9,208.69.33.19,36692,OPENDNS_LLC,0
3241,30.2,124.41.65.166,2497,INTERNET_INITIATIVE_JAPAN_INC,8,3,27.8,3257,GTT_COMMUNICATIONS_INC,358.9,74,33152,0,2607:f740:d::f77,78.9,46,1,157.240.13.35,163.4,46,33152,0,77.0,31,33157,5,?,79.9,30,33157,5,?,90.3,27,33157,5,?,104.4,35,32898,2,?,83.8,444,33664,0,1,2,0,0,489.2,136,33155,3,?,-1,?,84.9,208.69.37.21,36692,OPENDNS_LLC,318.2,208.69.37.17,36692,OPENDNS_LLC,0
6061,0.2,129.250.50.30,2914,NTT_AMERICA_INC,3,2,0.4,2914,NTT_AMERICA_INC,0.6,74,33152,0,2607:f740:d::f77,0.5,46,1,157.240.17.35,0.9,46,33152,0,0.5,31,33157,5,?,0.5,30,33157,5,?,0.4,27,33157,5,?,0.7,35,32898,2,?,0.5,444,33664,0,1,2,0,0,60.8,136,33155,3,?,-1,?,0.6,204.194.238.161,30607,302_DIRECT_MEDIA_LLC,21.0,204.194.238.170,30607,302_DIRECT_MEDIA_LLC,0
6188,19.3,195.43.87.140,51349,FOUNDATION_EESTI_INTERNETI_SIHTASUTUS,5,4,9.4,12578,SIA_LATTELECOM,19.4,74,33152,0,2607:f740:d::f77,19.4,46,1,157.240.20.35,39.2,46,33152,0,19.4,31,33157,5,?,19.4,30,33157,5,?,19.3,27,33157,5,?,19.6,35,32898,2,?,19.5,444,33664,0,1,2,0,0,72.9,136,33155,3,?,-1,?,19.5,185.60.87.13,36692,OPENDNS_LLC,79.9,185.60.87.11,36692,OPENDNS_LLC,0
12154,367.2,70.95.118.149,20001,TIME_WARNER_CABLE_INTERNET_LLC,10,3,15.2,3356,LEVEL_3_COMMUNICATIONS_INC,158.2,74,33152,0,2607:f740:d::f77,16.3,46,1,31.13.70.36,34.2,46,33152,0,16.4,31,33157,5,?,17.2,30,33157,5,?,16.6,27,33157,5,?,16.3,35,32898,2,?,18.0,316,33664,0,1,2,0,0,37.0,137,33155,3,?,-1,?,17.4,204.194.237.13,30607,302_DIRECT_MEDIA_LLC,213.3,204.194.237.19,30607,302_DIRECT_MEDIA_LLC,0
13074,54.9,77.69.63.253,6866,CYPRUS_TELECOMMUNICATIONS_AUTHORITY,5,3,17.6,6866,CYPRUS_TELECOMMUNICATIONS_AUTHORITY,56.8,74,33152,0,2607:f740:d::f77,55.6,46,1,185.60.216.35,112.7,46,33152,0,55.5,31,33157,5,?,57.3,30,33157,5,?,57.1,27,33157,5,?,57.4,35,32898,2,?,57.3,316,33664,0,1,2,0,0,201.0,137,33155,3,?,-1,?,56.7,208.69.33.21,36692,OPENDNS_LLC,144.2,208.69.33.11,36692,OPENDNS_LLC,0
13214,5.7,85.115.13.82,12843,TELEMAXX_TELEKOMMUNIKATION_GMBH,8,5,9.2,8560,11_INTERNET_SE,6.8,74,33152,0,2607:f740:d::f77,6.8,46,1,185.60.216.35,47.5,46,33152,0,6.7,31,33157,5,?,28.1,30,33157,5,?,7.0,27,33157,5,?,25.0,51,32896,0,69.252.80.75,29.7,316,33664,0,1,2,0,0,54.4,137,33155,3,?,-1,?,6.8,208.69.33.11,36692,OPENDNS_LLC,21.3,208.69.33.13,36692,OPENDNS_LLC,0
14316,199.9,196.213.55.250,3741,IS,7,3,262.7,8881,11_VERSATEL_DEUTSCHLAND_GMBH,188.3,74,33152,0,2607:f740:d::f77,218.9,46,1,31.13.90.36,387.6,46,33152,0,197.1,31,33157,5,?,193.0,30,33157,5,?,188.7,27,33157,5,?,492.2,35,32898,2,?,193.2,316,33664,0,1,2,0,0,196.8,137,33155,3,?,-1,?,327.3,208.69.34.17,36692,OPENDNS_LLC,251.4,67.215.86.15,36692,OPENDNS_LLC,0
14752,17.1,87.146.96.120,3320,DEUTSCHE_TELEKOM_AG,7,3,23.4,3257,GTT_COMMUNICATIONS_INC,19.6,74,33152,0,2607:f740:d::f77,19.2,46,1,185.60.216.35,37.4,46,33152,0,18.9,31,33157,5,?,18.8,30,33157,5,?,19.2,27,33157,5,?,19.2,35,32898,2,?,19.3,316,33664,0,1,2,0,0,56.0,137,33155,3,?,-1,?,19.6,208.69.33.21,36692,OPENDNS_LLC,40.3,208.69.33.11,36692,OPENDNS_LLC,0
14843,57.1,203.141.139.231,2514,NTT_PC_COMMUNICATIONS_INC,11,4,54.8,9505,TAIWAN_INTERNET_GATEWAY,60.4,74,33152,0,2607:f740:d::f77,61.9,46,1,31.13.95.36,122.6,46,33152,0,60.2,31,33157,5,?,60.2,30,33157,5,?,60.3,27,33157,5,?,59.9,35,32898,2,?,62.0,316,33664,0,1,2,0,0,422.2,137,33155,3,?,-1,?,61.2,67.215.82.17,36692,OPENDNS_LLC,371.9,67.215.82.21,36692,OPENDNS_LLC,0
15702,36.6,155.4.19.32,8473,BAHNHOF_INTERNET_AB,8,3,29.5,3356,LEVEL_3_COMMUNICATIONS_INC,30.3,74,33152,0,2607:f740:d::f77,30.3,46,1,31.13.91.36,60.5,46,33152,0,30.3,31,33157,5,?,30.4,30,33157,5,?,30.6,27,33157,5,?,30.4,35,32898,2,?,30.5,316,33664,0,1,2,0,0,37.9,137,33155,3,?,-1,?,30.3,208.69.35.19,36692,OPENDNS_LLC,82.0,208.69.34.21,36692,OPENDNS_LLC,0
16010,38.8,69.9.239.42,11232,MIDCONTINENT_COMMUNICATIONS,6,3,15.6,11232,MIDCONTINENT_COMMUNICATIONS,34.6,74,33152,0,2607:f740:d::f77,29.8,46,1,157.240.2.35,80.1,46,33152,0,38.7,31,33157,5,?,37.7,30,33157,5,?,34.5,27,33157,5,?,38.5,35,32898,2,?,41.6,316,33664,0,1,2,0,0,217.3,137,33155,3,?,-1,?,34.4,208.69.36.21,36692,OPENDNS_LLC,139.5,208.69.36.12,36692,OPENDNS_LLC,0
18113,40.1,194.107.127.5,49941,EUROTUX_INFORMATICA_SA,9,4,40.0,3257,GTT_COMMUNICATIONS_INC,42.4,74,33152,0,2607:f740:d::f77,43.0,46,1,31.13.91.36,87.2,46,33152,0,38.9,31,33157,5,?,41.2,30,33157,5,?,43.0,27,33157,5,?,41.2,35,32898,2,?,43.3,444,33664,0,1,2,0,0,50.7,137,33155,3,?,-1,?,39.6,146.112.128.11,36692,OPENDNS_LLC,48.1,146.112.128.12,36692,OPENDNS_LLC,0
18512,24.2,107.130.64.185,7018,ATT_SERVICES_INC,9,3,23.9,2914,NTT_AMERICA_INC,25.7,74,33152,0,2607:f740:d::f77,25.7,46,1,31.13.70.36,53.3,46,33152,0,26.0,31,33157,5,?,26.0,30,33157,5,?,26.8,27,33157,5,?,26.3,35,32898,2,?,26.3,316,33664,0,1,2,0,0,80.5,137,33155,3,?,-1,?,25.9,204.194.237.15,30607,302_DIRECT_MEDIA_LLC,189.7,204.194.237.21,30607,302_DIRECT_MEDIA_LLC,0
19926,21.9,141.28.192.184,553,UNIVERSITAET_STUTTGART,7,3,21.3,3356,LEVEL_3_COMMUNICATIONS_INC,22.6,74,33152,0,2607:f740:d::f77,22.6,46,1,31.13.91.36,45.4,46,33152,0,22.6,31,33157,5,?,22.5,30,33157,5,?,22.3,27,33157,5,?,23.1,51,32896,0,69.252.80.75,33.6,316,33664,0,1,2,0,0,36.3,137,33155,3,?,-1,?,22.6,208.69.35.21,36692,OPENDNS_LLC,41.3,208.69.34.15,36692,OPENDNS_LLC,0
20123,4.2,185.39.233.7,8426,CLARANET_LTD,5,2,4.0,8426,CLARANET_LTD,6.3,74,33152,0,2607:f740:d::f77,6.2,46,1,31.13.90.36,11.7,46,33152,0,5.9,31,33157,5,?,6.0,30,33157,5,?,5.7,27,33157,5,?,6.1,35,32898,2,?,6.5,444,33664,0,1,2,0,0,15.7,137,33155,3,?,-1,?,6.1,208.69.34.11,36692,OPENDNS_LLC,23.0,208.69.34.12,36692,OPENDNS_LLC,0
20477,46.9,192.248.93.28,38229,LANKA_EDUCATION__RESEARCH_NETWORK_NREN,8,5,81.4,3257,GTT_COMMUNICATIONS_INC,50.0,74,33152,0,2607:f740:d::f77,48.8,46,1,157.240.7.35,96.5,46,33152,0,48.3,31,33157,5,?,50.0,30,33157,5,?,55.3,27,33157,5,?,50.0,35,32898,2,?,47.9,316,33664,0,1,2,0,0,412.6,137,33155,3,?,-1,?,48.0,67.215.80.71,36692,OPENDNS_LLC,695.8,67.215.80.11,36692,OPENDNS_LLC,0
21600,34.0,70.197.0.112,22394,CELLCO_PARTNERSHIP_DBA_VERIZON_WIRELESS,12,4,26.2,2914,NTT_AMERICA_INC,34.9,74,33152,0,2607:f740:d::f77,102.4,46,1,31.13.77.36,79.8,46,33152,0,42.3,31,33157,5,?,96.7,30,33157,5,?,41.0,27,33157,5,?,260.3,35,32898,2,?,53.8,316,33664,0,1,2,0,0,116.9,137,33155,3,?,-1,?,128.6,208.67.219.17,36692,OPENDNS_LLC,424.8,208.67.219.21,36692,OPENDNS_LLC,0
22937,67.3,91.215.220.21,49724,CJSC_VAINAH_TELECOM,8,4,71.2,2914,NTT_AMERICA_INC,69.8,74,33152,0,2607:f740:d::f77,72.7,46,1,185.60.216.35,137.9,46,33152,0,69.7,31,33157,5,?,80.0,30,33157,5,?,69.7,27,33157,5,?,72.6,51,32896,0,69.252.80.75,69.9,316,33664,0,1,2,0,0,84.4,137,33155,3,?,-1,?,72.7,208.69.33.21,36692,OPENDNS_LLC,94.0,208.69.33.11,36692,OPENDNS_LLC,0
23191,9.9,84.246.122.38,34568,CONNECTINGBYTES_GMBH,6,4,9.7,12693,EDISCOM_TELEKOMMUNIKATION_GMBH,10.7,74,33152,0,2607:f740:d::f77,10.9,46,1,31.13.81.36,20.9,46,33152,0,10.6,31,33157,5,?,10.5,30,33157,5,?,10.7,27,33157,5,?,10.7,35,32898,2,?,11.7,316,33664,0,1,2,0,0,51.6,137,33155,3,?,-1,?,10.7,185.60.84.14,36692,OPENDNS_LLC,75.0,185.60.84.11,36692,OPENDNS_LLC,0
25027,19.8,68.11.233.16,22773,COX_COMMUNICATIONS_INC,6,3,19.4,3356,LEVEL_3_COMMUNICATIONS_INC,19.2,74,33152,0,2607:f740:d::f77,21.5,46,1,31.13.66.36,84.7,46,33152,0,22.1,31,33157,5,?,21.7,30,33157,5,?,20.7,27,33157,5,?,20.9,35,32898,2,?,21.9,316,33664,0,1,2,0,0,53.0,137,33155,3,?,-1,?,22.3,204.194.238.11,30607,302_DIRECT_MEDIA_LLC,129.6,204.194.238.162,30607,302_DIRECT_MEDIA_LLC,0
25393,2.2,66.79.142.10,22211,INTERNAP_NETWORK_SERVICES_CORPORATION,6,4,1.1,29791,VOXEL_DOT_NET_INC,3.3,74,33152,0,2607:f740:d::f77,3.1,46,1,31.13.77.36,6.3,46,33152,0,3.2,31,33157,5,?,3.2,30,33157,5,?,3.3,27,33157,5,?,3.2,35,32898,2,?,3.4,444,33664,0,1,2,0,0,16.3,137,33155,3,?,-1,?,3.3,208.67.219.15,36692,OPENDNS_LLC,151.9,208.67.219.17,36692,OPENDNS_LLC,0
640,27.7,80.67.96.65,8426,CLARANET_LTD,10,2,27.9,8426,CLARANET_LTD,93.3,74,33152,0,2607:f740:d::f77,81.6,46,1,31.13.90.36,149.4,46,33152,0,75.4,31,33157,5,?,75.1,30,33157,5,?,87.0,27,33157,5,?,76.5,35,32898,2,?,83.4,316,33664,0,1,2,0,0,115.1,135,33155,3,?,-1,?,76.7,208.69.34.21,36692,OPENDNS_LLC,92.3,208.69.34.13,36692,OPENDNS_LLC,0
30623,13.2,82.145.160.126,31076,NEXIN_TECHNOLOGIES_SPA,9,4,26.2,2914,NTT_AMERICA_INC,21.4,74,33152,0,2607:f740:d::f77,21.2,46,1,31.13.91.36,42.3,46,33152,0,21.3,31,33157,5,?,21.3,30,33157,5,?,21.4,27,33157,5,?,21.4,51,32896,0,69.252.80.75,21.3,444,33664,0,1,2,0,0,32.6,137,33155,3,?,-1,?,21.9,208.69.35.19,36692,OPENDNS_LLC,24.8,208.69.33.19,36692,OPENDNS_LLC,0
366,24.6,185.82.168.1,31638,LEPIDA_SPA,5,3,1.1,31638,LEPIDA_SPA,414.7,94,33152,0,2607:f740:d::f77,250.6,169,1,31.13.86.36,140.3,46,33152,0,254.3,62,34048,0,"DNS2",252.7,65,34048,0,"9.7.0-P1",263.1,85,34048,0,?,254.0,437,32896,0,?,256.8,31,33696,0,1,0,0,1,302.5,132,33155,3,?,-1,?,284.5,46.255.86.255,31638,LEPIDA_SPA,321.5,46.255.86.255,31638,LEPIDA_SPA,1
2525,10.4,212.159.12.175,6871,BRITISH_TELECOMMUNICATIONS_PLC,12,3,10.7,2914,NTT_AMERICA_INC,97.0,74,33152,0,2607:f740:d::f77,59.4,46,1,185.60.216.35,129.7,46,33152,0,60.7,31,33154,2,?,54.5,55,34176,0,"dnsmasq-2.76",75.3,38,33154,2,?,61.2,35,32898,2,?,75.3,31,33664,0,1,0,0,1,89.2,136,33155,3,?,-1,?,60.3,208.69.34.19,36692,OPENDNS_LLC,181.8,74.125.181.11,15169,GOOGLE_INC,1
3861,43.6,95.84.179.11,42610,PJSC_ROSTELECOM,10,3,46.8,2914,NTT_AMERICA_INC,270.3,94,33152,0,2607:f740:d::f77,55.7,169,1,31.13.72.36,180.3,46,33152,0,83.1,31,33157,5,?,69.7,153,33152,0,"PowerDNS Recursor 3.7.3 (jenkins@autotest.powerdns.com built 20150610184141 root@misc-srv15g.narod.yandex.net)",66.4,68,32896,0,"ext-resolve05f.ht.yandex.net",88.4,35,32901,5,?,62.1,31,33664,0,1,0,0,1,316.2,60,33155,3,?,-1,?,105.1,77.37.251.69,42610,PJSC_ROSTELECOM,259.8,77.37.251.68,42610,PJSC_ROSTELECOM,1
4440,59.1,93.175.29.119,5467,NON_STATE_EDUCATIONAL_INSTITUTION_EDUCATIONAL_SCIENTIFIC_AND_EXPERIMENTAL_CENTER_OF_MOSCOW_IN,10,5,54.2,3356,LEVEL_3_COMMUNICATIONS_INC,340.0,46,33154,2,?,54.6,169,1,157.240.18.35,113.8,169,33152,0,55.0,62,34048,0,"dns2",63.6,73,34048,0,"9.10.3-P4-Ubuntu",74.2,85,34048,0,?,56.5,437,32896,0,?,63.1,31,33696,0,1,0,0,1,69.2,133,33155,3,?,-1,?,113.4,192.188.189.3,5467,NON_STATE_EDUCATIONAL_INSTITUTION_EDUCATIONAL_SCIENTIFIC_AND_EXPERIMENTAL_CENTER_OF_MOSCOW_IN,315.2,192.188.189.3,5467,NON_STATE_EDUCATIONAL_INSTITUTION_EDUCATIONAL_SCIENTIFIC_AND_EXPERIMENTAL_CENTER_OF_MOSCOW_IN,1
10497,86.3,77.125.72.135,9116,012_SMILE_COMMUNICATIONS_LTD,12,7,88.3,2914,NTT_AMERICA_INC,367.0,94,33152,0,2607:f740:d::f77,212.5,169,1,179.60.192.36,-1,-1,-1,-1,108.8,54,33152,0,"rslv.prg.e",108.8,124,33152,0,"Freenom World (www.freenom.world) - use 80.80.80.80 to resolve fast and anonymous",103.1,61,33152,0,"rslv.prg.e",99.1,12,32773,5,?,157.8,20,33696,0,1,0,0,0,139.4,134,33155,3,?,-1,?,190.3,83.223.50.125,48921,VEROTEL_INTERNATIONAL_BV,388.1,83.223.44.125,199860,STACK_DATA_NETWORK_LLC,1
11925,632.5,37.252.107.44,29286,SKYLOGIC_SPA,6,3,707.5,3257,GTT_COMMUNICATIONS_INC,2.7,46,33152,0,?,709.9,46,1,31.13.92.36,1605.5,46,33152,0,-1,-1,-1,-1,?,-1,-1,-1,-1,?,-1,-1,-1,-1,?,917.2,51,33152,0,69.252.80.75,4.0,444,33152,0,1,2,0,0,940.0,61,34179,3,?,-1,?,827.6,88.202.120.242,29286,SKYLOGIC_SPA,5.7,88.202.120.241,29286,SKYLOGIC_SPA,1
12234,22.0,81.159.103.48,2856,BRITISH_TELECOMMUNICATIONS_PLC,16,3,21.5,2914,NTT_AMERICA_INC,13.6,46,33024,0,?,14.2,62,1,213.120.234.114,45.9,46,33152,0,21.5,31,33157,5,?,22.6,30,33157,5,?,21.6,27,33157,5,?,13.9,67,32768,0,213.120.234.114,22.6,444,33664,0,1,2,0,0,14.5,93,33024,0,213.120.234.114,2856,BRITISH_TELECOMMUNICATIONS_PLC,13.7,213.120.234.150,2856,BRITISH_TELECOMMUNICATIONS_PLC,79.6,208.69.34.16,36692,OPENDNS_LLC,1
12681,2.6,97.113.112.201,209,QWEST_COMMUNICATIONS_COMPANY_LLC,6,4,3.1,2914,NTT_AMERICA_INC,4.6,85,33152,0,2607:f740:d::f77,4.7,57,1,31.13.76.68,10.9,46,33152,0,6.5,31,33157,5,?,2.1,55,34176,0,"dnsmasq-2.76",5.0,27,33157,5,?,5.0,46,32898,2,?,5.1,316,33664,0,1,2,0,0,61.9,148,33155,3,?,-1,?,5.2,208.67.216.21,36692,OPENDNS_LLC,66.8,208.67.216.21,36692,OPENDNS_LLC,1
13442,13.4,31.24.244.129,16347,ADISTA_SAS,8,5,62.1,16347,ADISTA_SAS,3931.5,74,33152,0,2607:f740:d::f77,2.1,46,1,31.13.91.36,3340.1,46,33152,0,2.1,31,33028,4,?,2.3,76,1280,0,"Microsoft DNS 6.0.6002 (17724C46)",2.3,42,33028,4,?,2.2,486,32896,0,?,2.2,31,33154,2,1,0,0,1,3461.9,137,33155,3,?,-1,?,3491.9,146.112.128.12,36692,OPENDNS_LLC,182.4,212.51.161.17,16347,ADISTA_SAS,1
14272,31.2,77.221.39.38,200964,ISISCOM_KFT,8,4,28.2,3356,LEVEL_3_COMMUNICATIONS_INC,45.2,365,33152,0,2607:f740:d::f77,3.9,337,0,31.13.91.36,7.2,337,33152,0,2.2,12,33156,4,?,2.1,12,33156,4,?,2.4,12,33156,4,?,704.0,342,33152,0,69.252.80.75,3.1,883,33152,0,1,3,13,5,47.9,61,33155,3,?,-1,?,33.5,74.125.47.152,15169,GOOGLE_INC,95.8,74.125.73.85,15169,GOOGLE_INC,1
