@relation 'parsejson'
@attribute probe_id numeric
% ping.py
@attribute ping_min numeric %% minimum ping RTT
@attribute ping_from string %% ping source IP
@attribute ping_asn numeric %% source ASN
@attribute ping_net string  %% source network name
% traceroute.py
@attribute tr_hopcount numeric %% number of public-ip hops to target
@attribute tr_aslen numeric    %% number of distinct ASes on the path
@attribute tr_exit_rtt numeric %% exit AS: max. RTT
@attribute tr_exit_asn numeric %% exit AS: last known ASN before target
@attribute tr_exit_net string  %% exit AS: network name
% ipv6.py
@attribute ipv6_rt numeric    %% response time
@attribute ipv6_size numeric  %% response size
@attribute ipv6_flags numeric %% header bit flags (decimal)
@attribute ipv6_rcode numeric %% response code
@attribute ipv6_rdata string  %% rdata of first reply
% qname.py
@attribute qname_rt numeric   %% reply time
@attribute qname_size numeric %% size of the reply
@attribute qname_ok numeric   %% 1 if letter case ok
@attribute qname_rdata string %% rdata of first reply
% tcp.py
@attribute tcp_rt numeric      %% reply time
@attribute tcp_size numeric    %% size of the reply
@attribute tcp_flags numeric   %% header bit flags (decimal)
@attribute tcp_rcode numeric   %% response code
% hostname.py
@attribute hostname_rt numeric    %% response time
@attribute hostname_size numeric  %% response size
@attribute hostname_flags numeric %% header bit flags (decimal)
@attribute hostname_rcode numeric %% response code
@attribute hostname_resp string   %% rdata of first answer
% version.py
@attribute version_rt numeric    %% response time
@attribute version_size numeric  %% response size
@attribute version_flags numeric %% header bit flags (decimal)
@attribute version_rcode numeric %% response code
@attribute version_resp string   %% rdata of first answer
% serverid.py
@attribute serverid_rt numeric    %% response time
@attribute serverid_size numeric  %% response size
@attribute serverid_flags numeric %% header bit flags (decimal)
@attribute serverid_rcode numeric %% response code
@attribute serverid_resp string   %% rdata of first answer
% dsfail.py
@attribute dsfail_rt numeric    %% response time
@attribute dsfail_size numeric  %% response size
@attribute dsfail_flags numeric %% header bit flags (decimal)
@attribute dsfail_rcode numeric %% response code
@attribute dsfail_rdata string  %% rdata of first reply
% dnskey.py
@attribute dnskey_rt numeric    %% response time
@attribute dnskey_size numeric  %% response size
@attribute dnskey_flags numeric %% header bit flags (decimal)
@attribute dnskey_rcode numeric %% response code
@attribute dnskey_qcount numeric %% query count
@attribute dnskey_acount numeric %% answer count
@attribute dnskey_nscount numeric %% authority count
@attribute dnskey_arcount numeric %% additional count
% nxdomain.py
@attribute nxd_rt numeric    %% response time
@attribute nxd_size numeric  %% response size
@attribute nxd_flags numeric %% header bit flags (decimal)
@attribute nxd_rcode numeric %% response code
@attribute nxd_rdata string  %% rdata of first answer
@attribute nxd_asn numeric   %% answer ASN
@attribute nxd_name string   %% answer network name
% whoami.py
@attribute whoami_rt numeric  %% response time
@attribute whoami_ip string   %% resolver ip address
@attribute whoami_asn numeric %% resolver asn
@attribute whoami_net string  %% resolver network name
% whoami2.py
@attribute whoami2_rt numeric  %% response time
@attribute whoami2_ip string   %% resolver ip address
@attribute whoami2_asn numeric %% resolver asn
@attribute whoami2_net string  %% resolver network name
% ground truth
@attribute hijacked {0,1}
@data
11578,18.3,78.23.11.105,6848,TELENET_BVBA,11,3,11.9,6830,LIBERTY_GLOBAL_OPERATIONS_BV,22.2,74,33152,0,2607:f740:d::f77,18.5,46,1,31.13.64.35,45.2,46,33152,0,21.0,31,33154,2,?,20.9,30,33154,2,?,21.0,38,33154,2,?,23.5,35,32898,2,?,18.8,31,33664,0,1,0,0,1,35.7,134,33155,3,?,-1,?,22.6,173.194.170.65,15169,GOOGLE_INC,-1,?,-1,?,0
12617,2.1,188.35.187.107,34123,NETORN_LLC,5,2,203.9,34123,NETORN_LLC,3.0,74,33152,0,2607:f740:d::f77,2.8,46,1,185.60.216.35,4.4,46,33152,0,2.3,31,33154,2,?,3.3,30,33154,2,?,3.0,38,33154,2,?,2.6,35,32898,2,?,3.4,31,33664,0,1,0,0,1,55.3,134,33155,3,?,-1,?,3.2,74.125.46.7,15169,GOOGLE_INC,18.8,74.125.74.3,15169,GOOGLE_INC,0
12778,57.0,109.1.155.36,15557,SFR,9,3,57.3,15557,SFR,1167.8,74,33152,0,2607:f740:d::f77,58.5,46,1,185.60.216.35,114.6,46,33152,0,5.4,31,34053,5,?,3.5,30,34053,5,?,5.1,42,34053,5,?,57.9,35,32898,2,?,2.9,31,34053,5,1,0,0,1,282.2,134,33155,3,?,-1,?,58.4,74.125.47.141,15169,GOOGLE_INC,105.7,74.125.47.131,15169,GOOGLE_INC,1
13441,13.7,84.93.104.252,6871,BRITISH_TELECOMMUNICATIONS_PLC,8,2,14.2,2856,BRITISH_TELECOMMUNICATIONS_PLC,15.0,74,33152,0,2607:f740:d::f77,15.0,46,1,185.60.216.35,31.6,46,33152,0,16.0,31,33154,2,?,14.7,30,33154,2,?,14.3,38,33154,2,?,14.7,35,32898,2,?,15.3,31,33664,0,1,0,0,1,124.3,134,33155,3,?,-1,?,22.9,74.125.47.130,15169,GOOGLE_INC,23.9,74.125.181.2,15169,GOOGLE_INC,0
14641,24.7,68.72.218.50,7018,ATT_SERVICES_INC,7,2,11.1,7018,ATT_SERVICES_INC,30.5,74,33152,0,2607:f740:d::f77,28.3,46,1,31.13.77.36,25.1,46,33152,0,30.6,31,33154,2,?,30.8,30,33154,2,?,12.9,38,33154,2,?,13.5,35,32898,2,?,31.0,31,33664,0,1,0,0,1,39.5,134,33155,3,?,-1,?,32.3,74.125.80.75,15169,GOOGLE_INC,177.4,74.125.80.12,15169,GOOGLE_INC,0
14727,19.3,81.2.91.100,20712,ANDREWS__ARNOLD_LTD,7,3,17.0,20712,ANDREWS__ARNOLD_LTD,25.3,74,33152,0,2607:f740:d::f77,13.5,46,1,185.60.216.35,29.9,46,33152,0,20.4,31,33154,2,?,19.0,30,33154,2,?,19.2,38,33154,2,?,14.1,35,32898,2,?,25.5,31,33664,0,1,0,0,1,41.1,134,33155,3,?,-1,?,21.6,74.125.47.7,15169,GOOGLE_INC,22.4,74.125.47.10,15169,GOOGLE_INC,0
16924,2.5,212.194.99.36,5410,BOUYGUES_TELECOM_SA,7,2,4.7,5410,BOUYGUES_TELECOM_SA,4.1,74,33152,0,2607:f740:d::f77,20.8,46,1,185.60.216.35,42.6,46,33152,0,4.7,31,33154,2,?,4.3,30,33154,2,?,4.7,38,33154,2,?,22.5,35,32898,2,?,4.5,31,33664,0,1,0,0,1,24.7,134,33155,3,?,-1,?,26.2,74.125.181.1,15169,GOOGLE_INC,8.4,74.125.181.4,15169,GOOGLE_INC,0
17066,8.8,195.132.167.31,21502,NC_NUMERICABLE_SA,6,2,7.8,21502,NC_NUMERICABLE_SA,10.4,74,33152,0,2607:f740:d::f77,10.8,46,1,185.60.216.35,24.5,46,33152,0,14.4,31,33154,2,?,11.7,30,33154,2,?,10.6,38,33154,2,?,9.6,35,32898,2,?,19.0,31,33664,0,1,0,0,1,24.9,134,33155,3,?,-1,?,14.5,74.125.47.4,15169,GOOGLE_INC,17.4,74.125.47.10,15169,GOOGLE_INC,0
17218,20.0,170.72.33.36,21637,VIVINT_WIRELESS_INC,6,3,8.3,3356,LEVEL_3_COMMUNICATIONS_INC,31.4,74,33152,0,2607:f740:d::f77,23.0,46,1,157.240.18.35,43.0,46,33152,0,21.8,31,33154,2,?,24.1,30,33154,2,?,20.9,38,33154,2,?,20.7,35,32898,2,?,33.4,31,33664,0,1,0,0,1,141.5,134,33155,3,?,-1,?,32.9,173.194.90.20,15169,GOOGLE_INC,204.4,173.194.90.11,15169,GOOGLE_INC,0
19122,16.4,172.116.16.42,20001,TIME_WARNER_CABLE_INTERNET_LLC,10,3,23.9,2828,XO_COMMUNICATIONS,62.5,74,33152,0,2607:f740:d::f77,19.4,46,1,31.13.77.36,185.5,46,33152,0,99.5,31,33154,2,?,27.3,30,33154,2,?,91.7,38,33154,2,?,30.8,35,32898,2,?,131.0,31,33664,0,1,0,0,1,52.9,134,33155,3,?,-1,?,117.7,74.125.186.73,15169,GOOGLE_INC,277.3,74.125.186.7,15169,GOOGLE_INC,0
19853,17.0,193.197.36.201,553,UNIVERSITAET_STUTTGART,15,2,8.2,553,UNIVERSITAET_STUTTGART,17.5,74,33152,0,2607:f740:d::f77,17.0,46,1,31.13.91.36,38.2,46,33152,0,19.2,31,33154,2,?,17.8,30,33154,2,?,15.5,38,33154,2,?,16.9,35,32898,2,?,15.8,31,33664,0,1,0,0,1,28.8,134,33155,3,?,-1,?,18.9,74.125.47.153,15169,GOOGLE_INC,29.0,74.125.181.3,15169,GOOGLE_INC,0
21503,23.6,109.108.223.185,49455,LOQAL_AS,10,4,24.6,3292,TELE_DANMARK,27.7,74,33152,0,2607:f740:d::f77,26.0,46,1,185.60.216.35,51.1,46,33152,0,25.3,31,33154,2,?,26.0,30,33154,2,?,25.8,38,33154,2,?,29.5,35,32898,2,?,25.4,31,33664,0,1,0,0,1,48.6,134,33155,3,?,-1,?,39.5,74.125.74.6,15169,GOOGLE_INC,89.8,74.125.74.2,15169,GOOGLE_INC,0
22848,22.0,24.61.44.56,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,10,2,27.4,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,36.7,74,33152,0,2607:f740:d::f77,30.6,46,1,31.13.71.36,417.4,46,33152,0,24.1,31,33154,2,?,21.9,30,33154,2,?,24.0,38,33154,2,?,19.7,35,32898,2,?,29.2,31,33664,0,1,0,0,1,65.3,134,33155,3,?,-1,?,40.7,74.125.44.75,15169,GOOGLE_INC,37.9,74.125.44.68,15169,GOOGLE_INC,0
22955,12.4,81.31.48.17,41242,SOFOR_OY,2,1,-1.0,-1,?,14.0,74,33152,0,2607:f740:d::f77,13.7,46,1,185.60.216.35,-1,-1,-1,-1,13.3,31,33154,2,?,29.0,30,33154,2,?,13.6,38,33154,2,?,13.5,35,32898,2,?,13.8,31,33664,0,1,0,0,1,36.0,134,33155,3,?,-1,?,23.0,173.194.98.9,15169,GOOGLE_INC,24.8,74.125.74.8,15169,GOOGLE_INC,0
28723,2.2,211.11.149.184,4713,NTT_COMMUNICATIONS_CORPORATION,11,2,2.5,4713,NTT_COMMUNICATIONS_CORPORATION,40.7,74,33152,0,2607:f740:d::f77,6.2,46,1,31.13.95.36,11.4,46,33152,0,4.9,31,33154,2,?,3.7,30,33154,2,?,5.8,38,33154,2,?,4.5,35,32898,2,?,5.7,31,33664,0,1,0,0,1,56.1,134,33155,3,?,-1,?,39.8,173.194.171.12,15169,GOOGLE_INC,551.4,173.194.171.12,15169,GOOGLE_INC,0
30460,9.3,89.10.110.144,15659,NEXTGENTEL_AS,2,1,-1.0,-1,?,11.4,74,33152,0,2607:f740:d::f77,11.4,46,1,185.60.216.35,22.2,46,33152,0,11.8,31,33154,2,?,11.8,30,33154,2,?,11.4,38,33154,2,?,11.8,35,32898,2,?,12.4,31,33664,0,1,0,0,1,57.4,134,33155,3,?,-1,?,21.9,173.194.98.7,15169,GOOGLE_INC,66.8,74.125.74.6,15169,GOOGLE_INC,0
727,21.9,79.140.102.6,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,8,2,14.1,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,528.3,122,33152,0,2607:f740:d::f77,70.2,181,0,31.13.72.36,119.1,169,33152,0,61.6,68,34048,0,"rdn-dns1-Z",60.5,73,34048,0,"9.10.3-P4-Ubuntu",73.4,85,34048,0,?,65.6,437,32896,0,?,68.7,31,33696,0,1,0,0,1,100.1,132,33155,3,?,-1,?,99.0,188.43.31.146,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,757.8,188.43.31.146,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,1
2529,23.3,73.149.148.225,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,9,2,27.9,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,253.2,74,33152,0,2607:f740:d::f77,74.6,46,1,31.13.71.36,258.7,46,33152,0,98.0,31,33153,1,?,73.4,65,34176,0,"dnsmasq-2.57-OpenDNS-1",81.4,75,33152,0,"chlm-cns04",82.6,151,32896,0,?,73.0,327,33664,0,1,2,0,1,86.9,133,33155,3,?,-1,?,73.6,69.252.230.199,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,438.6,69.252.230.199,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,1
3955,23.3,86.110.190.206,44775,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,10,2,7.2,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,61.5,122,33152,0,2607:f740:d::f77,55.9,181,0,31.13.72.36,111.5,169,33152,0,-1,-1,-1,-1,?,54.4,73,34048,0,"9.10.3-P4-Ubuntu",78.8,85,34048,0,?,56.1,437,32896,0,?,62.2,31,33696,0,1,0,0,1,84.5,133,33155,3,?,-1,?,100.1,188.43.31.146,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,259.3,188.43.31.146,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,1
4440,2.7,93.175.29.119,5467,NON_STATE_EDUCATIONAL_INSTITUTION_EDUCATIONAL_SCIENTIFIC_AND_EXPERIMENTAL_CENTER_OF_MOSCOW_IN,6,4,102.5,25100,NON_STATE_EDUCATIONAL_INSTITUTION_EDUCATIONAL_SCIENTIFIC_AND_EXPERIMENTAL_CENTER_OF_MOSCOW_I,334.5,46,33154,2,?,83.2,169,1,31.13.77.36,121.3,169,33152,0,54.9,62,34048,0,"dns2",58.0,73,34048,0,"9.10.3-P4-Ubuntu",76.0,85,34048,0,?,56.2,437,32896,0,?,71.8,31,33696,0,1,0,0,1,66.0,133,33155,3,?,-1,?,93.0,192.188.189.3,5467,NON_STATE_EDUCATIONAL_INSTITUTION_EDUCATIONAL_SCIENTIFIC_AND_EXPERIMENTAL_CENTER_OF_MOSCOW_IN,257.9,192.188.189.3,5467,NON_STATE_EDUCATIONAL_INSTITUTION_EDUCATIONAL_SCIENTIFIC_AND_EXPERIMENTAL_CENTER_OF_MOSCOW_IN,1
11274,42.5,109.171.34.201,21127,JSC_ZAPSIB_TRANSTELECOM_NOVOSIBIRSK,10,3,9.1,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,10.4,122,33152,0,2607:f740:d::f77,9.6,181,0,31.13.72.36,18.9,169,33152,0,9.7,68,34048,0,"nsk-dns1-L",3563.2,73,34048,0,"9.10.3-P4-Ubuntu",10.5,85,34048,0,?,9.8,437,32896,0,?,9.7,31,33696,0,1,0,0,1,54.2,134,33155,3,?,-1,?,191.6,188.43.29.66,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,355.7,188.43.29.74,20485,CLOSED_JOINT_STOCK_COMPANY_TRANSTELECOM,1
11728,57.4,130.255.0.135,57585,ALMAHARA_TRADING_FZCO,7,3,10.8,44217,IQ_NETWORKS,89.8,46,33154,2,?,15.0,169,1,31.13.92.36,121.2,46,33152,0,15.4,76,34048,0,"nserver5.iqnet.com",15.7,95,34048,0,"9.8.2rc1-RedHat-9.8.2-0.10.rc1.el6_3.3",14.9,85,34048,0,?,207.0,387,33152,0,69.252.80.75,104.3,31,33664,0,1,0,0,1,94.0,134,33155,3,?,-1,?,89.5,62.201.210.62,44217,IQ_NETWORKS,262.0,62.201.210.62,44217,IQ_NETWORKS,1
12105,23.7,184.99.134.136,209,QWEST_COMMUNICATIONS_COMPANY_LLC,7,4,24.6,209,QWEST_COMMUNICATIONS_COMPANY_LLC,184.4,74,33152,0,2607:f740:d::f77,16.6,46,1,157.240.11.35,32.6,46,33152,0,15.4,31,33157,5,?,23.7,30,33157,5,?,23.1,27,33157,5,?,18.0,35,32898,2,?,196.1,316,33664,0,1,2,0,0,26.6,137,33155,3,?,-1,?,578.4,204.194.237.21,30607,302_DIRECT_MEDIA_LLC,775.4,204.194.237.13,30607,302_DIRECT_MEDIA_LLC,1
12692,35.1,174.105.223.31,10796,TIME_WARNER_CABLE_INTERNET_LLC,16,3,28.0,2828,XO_COMMUNICATIONS,116.8,74,33152,0,2607:f740:d::f77,30.2,46,1,157.240.2.35,62.5,46,33152,0,28.7,31,33157,5,?,29.1,30,33157,5,?,29.2,27,33157,5,?,32.7,35,32898,2,?,29.8,316,33664,0,1,2,0,0,35.4,137,33155,3,?,-1,?,35.1,208.69.36.21,36692,OPENDNS_LLC,453.9,208.69.32.21,36692,OPENDNS_LLC,1
13442,14.5,31.24.244.129,16347,ADISTA_SAS,9,4,20.1,16347,ADISTA_SAS,2405.0,74,33152,0,2607:f740:d::f77,3102.8,46,1,157.240.21.35,5.1,46,33152,0,2.1,31,33028,4,?,2.1,76,1280,0,"Microsoft DNS 6.0.6002 (17724C46)",2.6,42,33028,4,?,2.0,494,32896,0,?,2.7,31,33154,2,1,0,0,1,3211.7,137,33155,3,?,-1,?,3184.3,146.112.128.14,36692,OPENDNS_LLC,3736.6,146.112.128.12,36692,OPENDNS_LLC,1
13958,16.9,31.24.255.59,29608,ABSOLIGHT,6,2,16.8,29608,ABSOLIGHT,19.0,12,33029,5,?,18.9,12,0,?,37.8,12,33029,5,18.4,12,33029,5,?,17.9,12,33029,5,?,18.3,12,33029,5,?,20.2,12,32773,5,?,18.3,12,33029,5,0,0,0,0,18.4,12,33029,5,?,-1,?,-1,?,-1,?,-1,?,-1,?,1
14154,0.6,83.219.200.10,29518,BREDBAND2_AB,3,2,0.4,29518,BREDBAND2_AB,4.7,122,33152,0,2607:f740:d::f77,30.3,181,1,31.13.76.68,7.7,169,33152,0,5.1,64,34048,0,"Balder",4.7,73,34048,0,"9.10.3-P4-Ubuntu",2.1,85,34048,0,?,2.0,437,32896,0,?,5.0,31,33696,0,1,0,0,1,4.0,134,33155,3,?,-1,?,159.4,83.219.200.20,29518,BREDBAND2_AB,74.2,83.219.200.20,29518,BREDBAND2_AB,1
14166,27.3,96.66.237.141,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,11,2,29.8,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,173.6,74,33152,0,2607:f740:d::f77,30.3,46,1,31.13.76.68,6.6,46,33152,0,20.6,31,33157,5,?,2.0,58,34176,0,"dnsmasq-UNKNOWN",20.1,75,33152,0,"tmwt-cns06",23.7,151,32896,0,?,21.1,455,33664,0,1,2,0,1,24.4,134,33155,3,?,-1,?,19.7,162.150.206.74,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,780.8,162.150.206.68,7922,COMCAST_CABLE_COMMUNICATIONS_LLC,1
14712,1.0,41.242.99.206,37608,IRENALA,7,2,0.3,37608,IRENALA,1543.3,46,33154,2,?,5.5,46,1,179.60.192.36,9.5,46,33152,0,5.3,31,33157,5,?,4.8,30,33157,5,?,2.2,38,33157,5,?,2.5,12,32773,5,?,3.7,31,33696,0,1,0,0,1,206.2,134,33155,3,?,-1,?,3.1,41.188.34.243,37054,TGN,1121.3,41.188.34.243,37054,TGN,1
18813,24.6,36.66.5.35,17974,PT_TELEKOMUNIKASI_INDONESIA,7,2,24.4,7713,PT_TELEKOMUNIKASI_INDONESIA,30.7,74,33152,0,2607:f740:d::f77,25.9,46,1,157.240.7.35,-1,-1,-1,-1,26.5,31,33154,2,?,26.6,30,33154,2,?,26.6,38,33154,2,?,26.1,35,32898,2,?,27.0,31,33664,0,1,0,0,1,97.8,77,33152,0,218.93.250.18,4134,CHINANET,27.7,172.217.32.143,15169,GOOGLE_INC,-1,?,-1,?,1
